1441004887,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004887,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004887,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004887,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004887,s2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004887,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004887,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004887,s3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004887,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004887,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004887,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004887,s4,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004887,s3-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004887,s3-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004887,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004888,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004888,s1,160.00,4484.00,4644.00,4484,160,2.00,22.00,24.00,22,2,0.00,0.00,0,0
1441004888,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004888,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004888,s2,90.00,4135.00,4225.00,4135,90,1.00,24.00,25.00,24,1,0.00,0.00,0,0
1441004888,s1-eth2,69919.00,5855050.00,5924969.00,5855050,69919,1042.00,1041.00,2083.00,1041,1042,0.00,0.00,0,0
1441004888,s1-eth1,5855271.00,67716.00,5922987.00,67716,5855271,1051.00,1026.00,2077.00,1026,1051,0.00,0.00,0,0
1441004888,s3,90.00,4400.00,4490.00,4400,90,1.00,27.00,28.00,27,1,0.00,0.00,0,0
1441004888,s2-eth2,72328.00,5851050.00,5923378.00,5851050,72328,1057.00,1027.00,2084.00,1027,1057,0.00,0.00,0,0
1441004888,s2-eth1,5850640.00,69853.00,5920493.00,69853,5850640,1040.00,1041.00,2081.00,1041,1040,0.00,0.00,0,0
1441004888,lo,22176.00,22176.00,44352.00,22176,22176,209.00,209.00,418.00,209,209,0.00,0.00,0,0
1441004888,s4,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004888,s3-eth2,73305.00,5847392.00,5920697.00,5847392,73305,1063.00,1014.00,2077.00,1014,1063,0.00,0.00,0,0
1441004888,s3-eth1,5851050.00,72328.00,5923378.00,72328,5851050,1027.00,1057.00,2084.00,1057,1027,0.00,0.00,0,0
1441004888,total,17795028.00,17798584.00,35593612.00,17798584,17795029,6493.00,6488.00,12981.00,6488,6493,0.00,0.00,0,0
1441004889,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1441004889,s1,90.00,1310.00,1400.00,1310,90,1.00,5.00,6.00,5,1,0.00,0.00,0,0
